jho210.1,ammonium metavanadate,0.1198,0.001,Selenium dioxide,0.6782,0.0061,-1.0,-1.0,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.1197,0.0011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,48.0,yes,2.0,no,2.0,1.0,0.0,3.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0196,0.0029,-0.0,-0.0059,6.6875,0.0225,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,5.7515,1.1919,0.0156,3.4717,2.2798,0.6295,0.6666,0.0518,0.0017,0.3592,0.3073,0.1751,3.209,0.6218,0.0086,1.9154,1.2936,0.4023,1.958,0.2485,0.0051,1.1166,0.8371,0.332,1.0,3.0
jho210.2,ammonium metavanadate,0.1174,0.001,Selenium dioxide,0.6816,0.0061,-1.0,-1.0,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.0316,0.0003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,48.0,yes,2.0,no,2.0,1.0,0.0,3.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0191,0.0008,-0.0,-0.0015,25.368,0.0199,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,5.7803,1.1978,0.0157,3.4891,2.2912,0.6327,0.6532,0.0508,0.0016,0.352,0.3012,0.1716,3.2168,0.6243,0.0086,1.9205,1.2962,0.4022,1.9432,0.2466,0.0051,1.1082,0.8307,0.3295,2.0,3.0
jho210.3,ammonium metavanadate,0.0627,0.0005,Selenium dioxide,0.6878,0.0062,-1.0,-1.0,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.1178,0.0011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,48.0,yes,2.0,no,2.0,1.0,0.0,3.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.019,0.003,-0.0,-0.0059,6.4129,0.0219,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,5.8329,1.2087,0.0158,3.5208,2.3121,0.6385,0.3489,0.0271,0.0009,0.188,0.1609,0.0917,3.0909,0.6179,0.0083,1.8544,1.2365,0.3651,1.4265,0.1811,0.0037,0.8135,0.6098,0.2419,1.0,3.0
jho210.4,ammonium metavanadate,0.062,0.0005,Selenium dioxide,0.6434,0.0058,-1.0,-1.0,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.0238,0.0002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,48.0,yes,1.0,no,2.0,1.0,0.0,3.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0178,0.0006,-0.0,-0.0012,29.8271,0.0184,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,5.4564,1.1307,0.0148,3.2935,2.1628,0.5972,0.345,0.0268,0.0009,0.1859,0.1591,0.0906,2.9007,0.5788,0.0078,1.7397,1.1609,0.3439,1.372,0.1741,0.0036,0.7824,0.5865,0.2327,2.0,3.0
jho210.5,vanadium(V) oxide,0.096,0.0005,Selenium dioxide,0.6572,0.0059,-1.0,-1.0,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.119,0.0011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,48.0,yes,2.0,no,2.0,1.0,0.0,3.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.017,0.0028,-0.0,-0.0056,6.0806,0.0197,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,5.5734,1.155,0.0151,3.3642,2.2092,0.6101,0.6871,0.0534,0.0017,0.3702,0.3168,0.1805,3.1303,0.6042,0.0084,1.8672,1.263,0.3953,1.9569,0.2484,0.0051,1.116,0.8366,0.3318,2.0,4.0
jho210.6,vanadium(V) oxide,0.0952,0.0005,Selenium dioxide,0.6952,0.0063,-1.0,-1.0,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.0245,0.0002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,48.0,yes,1.0,no,2.0,1.0,0.0,3.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,12.65,34.07,34.07,3.56,6.62,27.24,3.36,6.58,13.36,13.25,211.8,211.8,211.8,0.0,194.04,17.76,8.88,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0204,0.0007,-0.0,-0.0013,31.0822,0.021,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,5.8957,1.2217,0.016,3.5587,2.337,0.6453,0.6814,0.053,0.0017,0.3671,0.3142,0.179,3.2885,0.6374,0.0088,1.9629,1.3256,0.4122,2.0043,0.2544,0.0052,1.143,0.8568,0.3399,1.0,3.0
jho212.1,ammonium metavanadate,0.115,0.001,Selenium dioxide,1.1135,0.01,-1.0,-1.0,-1.0,ethylenediamine,0.0728,0.0012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,48.0,yes,2.0,no,2.0,1.0,0.0,3.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0326,0.0036,-0.0,-0.0215,9.0958,0.0362,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,9.4431,1.9569,0.0256,5.7,3.7431,1.0336,0.6399,0.0497,0.0016,0.3448,0.295,0.1681,5.0415,1.0033,0.0136,3.0224,2.0191,0.6009,2.4582,0.312,0.0064,1.4018,1.0509,0.4168,1.0,3.0
jho212.2,ammonium metavanadate,0.1121,0.001,Selenium dioxide,1.1756,0.0106,-1.0,-1.0,-1.0,ethylenediamine,0.1069,0.0018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,48.0,yes,2.0,no,2.0,1.0,0.0,3.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0312,0.0048,-0.0,-0.0288,6.4951,0.036,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,9.9697,2.066,0.027,6.0179,3.9519,1.0913,0.6238,0.0485,0.0016,0.3361,0.2876,0.1639,5.2967,1.0572,0.0143,3.177,2.1197,0.6276,2.4937,0.3165,0.0065,1.4221,1.0661,0.4229,1.0,3.0
jho212.3,ammonium metavanadate,0.1177,0.001,Selenium dioxide,1.1938,0.0108,-1.0,-1.0,-1.0,ethylenediamine,0.0621,0.001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,48.0,yes,2.0,no,2.0,1.0,0.0,3.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.035,0.0031,-0.0,-0.0184,11.3858,0.038,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,10.1241,2.098,0.0274,6.111,4.013,1.1082,0.6549,0.0509,0.0016,0.3529,0.302,0.1721,5.3895,1.0744,0.0145,3.2319,2.1575,0.6401,2.575,0.3268,0.0067,1.4685,1.1008,0.4367,1.0,3.0
jho212.4,ammonium metavanadate,0.112,0.001,Selenium dioxide,0.799,0.0072,-1.0,-1.0,-1.0,ethylenediamine,0.0666,0.0011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,48.0,yes,2.0,no,2.0,1.0,0.0,3.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,7.08,17.87,28.05,3.87,5.3,17.02,2.6,7.5,7.76,7.34,207.08,207.08,189.33,17.75,110.98,96.11,55.28,0.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0225,0.0031,-0.0,-0.0184,7.3618,0.0256,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,941.0,195.0,2.55,568.0,373.0,171.0,650.9,50.6,1.63,350.7,300.1,103.0,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,6.7759,1.4042,0.0184,4.0901,2.6859,0.7417,0.6232,0.0484,0.0016,0.3358,0.2873,0.1637,3.6996,0.7263,0.01,2.2129,1.4866,0.4527,2.0549,0.2608,0.0054,1.1719,0.8785,0.3485,1.0,3.0
