id,abbrev,name,CSID,custom,INCHI,smiles,labGroup,formula,chemicalClass_1,chemicalClass_2,N?_examplepy_plugin_0,drpInorgAtomElectronAffinity_geom_unw_drp_0.02,drpInorgAtomPaulingElectronegativity_geom_stoich_drp_0.02,drpInorgAtomHardness_range_drp_0.02,drpInorgAtomPaulingElectronegativity_max_drp_0.02,drpInorgAtomElectronAffinity_max_drp_0.02,drpInorgAtomIonizationEnergy_geom_unw_drp_0.02,drpInorgAtomIonizationEnergy_max_drp_0.02,drpInorgAtomIonizationEnergy_range_drp_0.02,drpInorgAtomPearsonElectronegativity_max_drp_0.02,drpInorgAtomPearsonElectronegativity_range_drp_0.02,drpInorgAtomPaulingElectronegativity_geom_unw_drp_0.02,drpInorgAtomAtomicRadius_max_drp_0.02,drpInorgAtomHardness_max_drp_0.02,drpInorgAtomIonizationEnergy_geom_stoich_drp_0.02,drpInorgAtomPaulingElectronegativity_range_drp_0.02,drpInorgAtomAtomicRadius_geom_unw_drp_0.02,drpInorgAtomPearsonElectronegativity_geom_stoich_drp_0.02,drpInorgAtomAtomicRadius_range_drp_0.02,drpInorgAtomElectronAffinity_geom_stoich_drp_0.02,drpInorgAtomHardness_geom_stoich_drp_0.02,drpInorgAtomHardness_geom_unw_drp_0.02,drpInorgAtomPearsonElectronegativity_geom_unw_drp_0.02,drpInorgAtomElectronAffinity_range_drp_0.02,drpInorgAtomAtomicRadius_geom_stoich_drp_0.02,avgpol_pH7_chemaxoncxcalc_15.6,hbda_don_pH13_chemaxoncxcalc_15.6,avgpol_pH1_chemaxoncxcalc_15.6,asa_hydrophobic_pH9_chemaxoncxcalc_15.6,asa_hydrophobic_pH8_chemaxoncxcalc_15.6,asa_hydrophobic_pH7_chemaxoncxcalc_15.6,asa_hydrophobic_pH6_chemaxoncxcalc_15.6,asa_hydrophobic_pH5_chemaxoncxcalc_15.6,asa_hydrophobic_pH4_chemaxoncxcalc_15.6,asa_hydrophobic_pH3_chemaxoncxcalc_15.6,asa_hydrophobic_pH2_chemaxoncxcalc_15.6,asa_hydrophobic_pH1_chemaxoncxcalc_15.6,hbda_don_pH7_chemaxoncxcalc_15.6,asa_hydrophobic_pH13_chemaxoncxcalc_15.6,hbda_acc_pH1_chemaxoncxcalc_15.6,hbda_acc_pH2_chemaxoncxcalc_15.6,hbda_acc_pH3_chemaxoncxcalc_15.6,hbda_acc_pH4_chemaxoncxcalc_15.6,hbda_acc_pH5_chemaxoncxcalc_15.6,hbda_acc_pH6_chemaxoncxcalc_15.6,hbda_acc_pH7_chemaxoncxcalc_15.6,hbda_acc_pH8_chemaxoncxcalc_15.6,hbda_acc_pH9_chemaxoncxcalc_15.6,asa_polar_pH8_chemaxoncxcalc_15.6,asa_polar_pH9_chemaxoncxcalc_15.6,hbda_acc_pH12_chemaxoncxcalc_15.6,asa_polar_pH1_chemaxoncxcalc_15.6,asa_polar_pH2_chemaxoncxcalc_15.6,hbda_acc_pH11_chemaxoncxcalc_15.6,asa_polar_pH4_chemaxoncxcalc_15.6,asa_polar_pH5_chemaxoncxcalc_15.6,asa_polar_pH6_chemaxoncxcalc_15.6,asa_polar_pH7_chemaxoncxcalc_15.6,asa_pH14_chemaxoncxcalc_15.6,asa_pH13_chemaxoncxcalc_15.6,asa_pH12_chemaxoncxcalc_15.6,asa_pH11_chemaxoncxcalc_15.6,asa_pH10_chemaxoncxcalc_15.6,asa_hydrophobic_pH12_chemaxoncxcalc_15.6,asa_hydrophobic_pH11_chemaxoncxcalc_15.6,asa_polar_pH12_chemaxoncxcalc_15.6,asa_polar_pH13_chemaxoncxcalc_15.6,asa_polar_pH10_chemaxoncxcalc_15.6,asa_polar_pH11_chemaxoncxcalc_15.6,asa_polar_pH14_chemaxoncxcalc_15.6,asa_hydrophobic_pH14_chemaxoncxcalc_15.6,asa+_pH9_chemaxoncxcalc_15.6,asa+_pH8_chemaxoncxcalc_15.6,asa+_pH5_chemaxoncxcalc_15.6,asa+_pH4_chemaxoncxcalc_15.6,asa+_pH7_chemaxoncxcalc_15.6,asa+_pH6_chemaxoncxcalc_15.6,asa+_pH1_chemaxoncxcalc_15.6,asa+_pH3_chemaxoncxcalc_15.6,asa+_pH2_chemaxoncxcalc_15.6,avgpol_pH14_chemaxoncxcalc_15.6,avgpol_pH10_chemaxoncxcalc_15.6,avgpol_pH11_chemaxoncxcalc_15.6,avgpol_pH12_chemaxoncxcalc_15.6,avgpol_pH13_chemaxoncxcalc_15.6,asa_hydrophobic_pH10_chemaxoncxcalc_15.6,hbda_don_pH6_chemaxoncxcalc_15.6,hbda_don_pH4_chemaxoncxcalc_15.6,hbda_don_pH5_chemaxoncxcalc_15.6,molpol_pH8_chemaxoncxcalc_15.6,molpol_pH9_chemaxoncxcalc_15.6,hbda_don_pH1_chemaxoncxcalc_15.6,hbda_don_pH2_chemaxoncxcalc_15.6,hbda_acc_pH13_chemaxoncxcalc_15.6,molpol_pH2_chemaxoncxcalc_15.6,molpol_pH3_chemaxoncxcalc_15.6,molpol_pH1_chemaxoncxcalc_15.6,molpol_pH6_chemaxoncxcalc_15.6,molpol_pH7_chemaxoncxcalc_15.6,molpol_pH4_chemaxoncxcalc_15.6,molpol_pH5_chemaxoncxcalc_15.6,minimalprojectionsize_chemaxoncxcalc_15.6,refractivity_chemaxoncxcalc_15.6,asa_polar_pH3_chemaxoncxcalc_15.6,asa+_pH14_chemaxoncxcalc_15.6,hbda_don_pH3_chemaxoncxcalc_15.6,hbda_acc_pH14_chemaxoncxcalc_15.6,avgpol_pH8_chemaxoncxcalc_15.6,avgpol_pH9_chemaxoncxcalc_15.6,avgpol_pH6_chemaxoncxcalc_15.6,asa+_pH11_chemaxoncxcalc_15.6,avgpol_pH4_chemaxoncxcalc_15.6,avgpol_pH5_chemaxoncxcalc_15.6,avgpol_pH2_chemaxoncxcalc_15.6,avgpol_pH3_chemaxoncxcalc_15.6,asa+_pH10_chemaxoncxcalc_15.6,asa-_pH1_chemaxoncxcalc_15.6,hbda_don_pH8_chemaxoncxcalc_15.6,vanderwaals_pH14_chemaxoncxcalc_15.6,vanderwaals_pH12_chemaxoncxcalc_15.6,vanderwaals_pH13_chemaxoncxcalc_15.6,vanderwaals_pH10_chemaxoncxcalc_15.6,vanderwaals_pH11_chemaxoncxcalc_15.6,asa-_pH13_chemaxoncxcalc_15.6,asa-_pH12_chemaxoncxcalc_15.6,asa-_pH11_chemaxoncxcalc_15.6,asa-_pH10_chemaxoncxcalc_15.6,asa-_pH14_chemaxoncxcalc_15.6,maximalprojectionsize_chemaxoncxcalc_15.6,minimalprojectionradius_chemaxoncxcalc_15.6,minimalprojectionarea_chemaxoncxcalc_15.6,vanderwaals_pH4_chemaxoncxcalc_15.6,vanderwaals_pH5_chemaxoncxcalc_15.6,vanderwaals_pH6_chemaxoncxcalc_15.6,vanderwaals_pH7_chemaxoncxcalc_15.6,vanderwaals_pH1_chemaxoncxcalc_15.6,vanderwaals_pH2_chemaxoncxcalc_15.6,vanderwaals_pH3_chemaxoncxcalc_15.6,vanderwaals_pH8_chemaxoncxcalc_15.6,vanderwaals_pH9_chemaxoncxcalc_15.6,asa+_pH13_chemaxoncxcalc_15.6,asa_pH9_chemaxoncxcalc_15.6,asa_pH8_chemaxoncxcalc_15.6,maximalprojectionarea_chemaxoncxcalc_15.6,asa_pH3_chemaxoncxcalc_15.6,asa_pH2_chemaxoncxcalc_15.6,asa_pH1_chemaxoncxcalc_15.6,asa_pH7_chemaxoncxcalc_15.6,asa_pH6_chemaxoncxcalc_15.6,asa_pH5_chemaxoncxcalc_15.6,asa_pH4_chemaxoncxcalc_15.6,hbda_don_pH14_chemaxoncxcalc_15.6,hbda_don_pH12_chemaxoncxcalc_15.6,maximalprojectionradius_chemaxoncxcalc_15.6,hbda_don_pH10_chemaxoncxcalc_15.6,hbda_don_pH11_chemaxoncxcalc_15.6,hbda_don_pH9_chemaxoncxcalc_15.6,asa-_pH7_chemaxoncxcalc_15.6,asa-_pH6_chemaxoncxcalc_15.6,asa-_pH5_chemaxoncxcalc_15.6,asa-_pH4_chemaxoncxcalc_15.6,asa-_pH3_chemaxoncxcalc_15.6,asa-_pH2_chemaxoncxcalc_15.6,hbda_acc_pH10_chemaxoncxcalc_15.6,asa+_pH12_chemaxoncxcalc_15.6,molpol_pH10_chemaxoncxcalc_15.6,molpol_pH11_chemaxoncxcalc_15.6,molpol_pH12_chemaxoncxcalc_15.6,molpol_pH13_chemaxoncxcalc_15.6,molpol_pH14_chemaxoncxcalc_15.6,asa-_pH9_chemaxoncxcalc_15.6,asa-_pH8_chemaxoncxcalc_15.6,mw_drprdkit_0,fs_examplepy_plugin_0,arb_examplepy_plugin_0
1,NH4VO3,Ammonium oxido(dioxo)vanadium,450925,False,InChI=1S/H3N.3O.V/h1H3;;;;/q;;;-1;/p+1,[NH4+].[O-][V](=O)=O,Norquist Lab,H_{4}NO_{3}V,Inorg,?,True,50.6,1.63,0.0,1.63,50.6,650.9,650.9,0.0,350.7,0.0,1.63,171.0,300.1,650.9,0.0,171.0,350.7,0.0,50.6,300.1,300.1,350.7,0.0,171.0,5.1,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,271.26,271.26,3.0,271.26,271.26,3.0,271.26,271.26,271.26,271.26,271.26,271.26,271.26,271.26,271.26,0.0,0.0,271.26,271.26,271.26,271.26,271.26,0.0,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,5.1,5.1,5.1,5.1,5.1,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,3.0,5.27,5.27,5.27,5.27,5.27,5.27,5.27,6.29,4.33,271.26,51.04,0.0,3.0,5.1,5.1,5.1,51.04,5.1,5.1,5.1,5.1,51.04,220.22,0.0,110.45,110.45,110.45,110.45,110.45,220.22,220.22,220.22,220.22,220.22,3.52,3.29,18.83,110.45,110.45,110.45,110.45,110.45,110.45,110.45,110.45,110.45,51.04,271.26,271.26,27.43,271.26,271.26,271.26,271.26,271.26,271.26,271.26,0.0,0.0,3.34,0.0,0.0,0.0,220.22,220.22,220.22,220.22,220.22,220.22,3.0,51.04,5.27,5.27,5.27,5.27,5.27,220.22,220.22,116.978,3,fun
2,V2O5,Vanadium(V) oxide,14130,False,InChI=1S/5O.2V,O=[V](=O)O[V](=O)=O,Norquist Lab,O_{5}V_{2},Inorg,?,False,50.6,1.63,0.0,1.63,50.6,650.9,650.9,0.0,350.7,0.0,1.63,171.0,300.1,650.9,0.0,171.0,350.7,0.0,50.6,300.1,300.1,350.7,0.0,171.0,9.25,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,405.4,405.4,4.0,405.4,405.4,4.0,405.4,405.4,405.4,405.4,405.4,405.4,405.4,405.4,405.4,0.0,0.0,405.4,405.4,405.4,405.4,405.4,0.0,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27,9.25,9.25,9.25,9.25,9.25,0.0,0.0,0.0,0.0,9.71,9.71,0.0,0.0,4.0,9.71,9.71,9.71,9.71,9.71,9.71,9.71,9.31,7.12,405.4,83.27,0.0,4.0,9.25,9.25,9.25,83.27,9.25,9.25,9.25,9.25,83.27,322.12,0.0,191.09,191.09,191.09,191.09,191.09,322.12,322.12,322.12,322.12,322.12,6.08,3.26,26.85,191.09,191.09,191.09,191.09,191.09,191.09,191.09,191.09,191.09,83.27,405.4,405.4,40.25,405.4,405.4,405.4,405.4,405.4,405.4,405.4,0.0,0.0,4.75,0.0,0.0,0.0,322.12,322.12,322.12,322.12,322.12,322.12,4.0,83.27,9.71,9.71,9.71,9.71,9.71,322.12,322.12,181.879,3,dull
3,NaVO3,Sodium metavanadate,24427,False,InChI=1S/Na.3O.V/q+1;;;-1;,[O-][V](=O)=O.[Na+],Norquist Lab,NaO_{3}V,Inorg,?,True,50.6,1.63,0.0,1.63,50.6,650.9,650.9,0.0,350.7,0.0,1.63,171.0,300.1,650.9,0.0,171.0,350.7,0.0,50.6,300.1,300.1,350.7,0.0,171.0,5.1,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,271.26,271.26,3.0,271.26,271.26,3.0,271.26,271.26,271.26,271.26,271.26,271.26,271.26,271.26,271.26,0.0,0.0,271.26,271.26,271.26,271.26,271.26,0.0,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,51.04,5.1,5.1,5.1,5.1,5.1,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,3.0,5.27,5.27,5.27,5.27,5.27,5.27,5.27,6.29,4.33,271.26,51.04,0.0,3.0,5.1,5.1,5.1,51.04,5.1,5.1,5.1,5.1,51.04,220.22,0.0,110.45,110.45,110.45,110.45,110.45,220.22,220.22,220.22,220.22,220.22,3.52,3.29,18.83,110.45,110.45,110.45,110.45,110.45,110.45,110.45,110.45,110.45,51.04,271.26,271.26,27.43,271.26,271.26,271.26,271.26,271.26,271.26,271.26,0.0,0.0,3.34,0.0,0.0,0.0,220.22,220.22,220.22,220.22,220.22,220.22,3.0,51.04,5.27,5.27,5.27,5.27,5.27,220.22,220.22,121.929,3,fun
4,VOSO4,Oxovanadium(2+) sulfate,31347,False,"InChI=1S/H2O4S.O.V/c1-5(2,3)4;;/h(H2,1,2,3,4);;/q;;+2/p-2",[O-]S(=O)(=O)[O-].O=[V+2],Norquist Lab,O_{5}SV,Inorg,?,False,50.6,1.63,0.0,1.63,50.6,650.9,650.9,0.0,350.7,0.0,1.63,171.0,300.1,650.9,0.0,171.0,350.7,0.0,50.6,300.1,300.1,350.7,0.0,171.0,5.81,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,261.18,261.18,4.0,251.96,261.18,4.0,261.18,261.18,261.18,261.18,261.18,261.18,261.18,261.18,261.18,0.0,0.0,261.18,261.18,261.18,261.18,261.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.14,0.0,0.0,5.81,5.81,5.81,5.81,5.81,0.0,0.0,0.0,0.0,6.04,6.04,1.0,0.0,4.0,6.04,6.04,6.16,6.04,6.04,6.04,6.04,5.78,11.53,261.18,0.0,0.0,4.0,5.81,5.81,5.81,0.0,5.81,5.81,5.81,5.81,0.0,222.82,0.0,107.96,107.96,107.96,107.96,107.96,261.18,261.18,261.18,261.18,261.18,5.35,2.83,19.95,107.96,107.96,107.96,107.96,110.65,107.96,107.96,107.96,107.96,0.0,261.18,261.18,21.54,261.18,261.18,251.96,261.18,261.18,261.18,261.18,0.0,0.0,2.9,0.0,0.0,0.0,261.18,261.18,261.18,261.18,261.18,261.18,4.0,0.0,6.04,6.04,6.04,6.04,6.04,261.18,261.18,163.004,3,dull
5,Na2TeO3,Disodium tellurite,23309,False,"InChI=1S/2Na.H2O3Te/c;;1-4(2)3/h;;(H2,1,2,3)/q2*+1;/p-2",[O-][Te](=O)[O-].[Na+].[Na+],Norquist Lab,Na_{2}O_{3}Te,Inorg,?,True,190.2,2.1,0.0,2.1,190.2,869.3,869.3,0.0,529.8,0.0,2.1,123.0,339.6,869.3,0.0,123.0,529.8,0.0,190.2,339.6,339.6,529.8,0.0,123.0,5.43,0.0,5.65,53.03,53.03,53.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.03,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,204.39,204.39,4.0,253.32,253.32,4.0,253.32,253.32,253.32,204.39,257.42,257.42,257.42,257.42,257.42,53.03,53.03,204.39,204.39,204.39,204.39,204.39,53.03,0.0,0.0,81.02,81.02,0.0,81.02,81.02,81.02,81.02,5.43,5.43,5.43,5.43,5.43,53.03,1.0,1.0,1.0,7.93,7.93,1.0,1.0,4.0,8.05,8.05,8.05,8.05,7.93,8.05,8.05,6.28,4.33,253.32,0.0,1.0,4.0,5.43,5.43,5.65,0.0,5.65,5.65,5.65,5.65,0.0,172.3,0.0,102.05,102.05,102.05,102.05,102.05,257.42,257.42,257.42,257.42,257.42,3.58,3.03,18.25,103.53,103.53,103.53,102.05,103.53,103.53,103.53,102.05,102.05,0.0,257.42,257.42,25.72,253.32,253.32,253.32,257.42,253.32,253.32,253.32,0.0,0.0,3.19,0.0,0.0,0.0,257.42,172.3,172.3,172.3,172.3,172.3,4.0,0.0,7.93,7.93,7.93,7.93,7.93,257.42,257.42,221.577,3,fun
6,NaVTeO5,NaVTeO5,,True,,,Norquist Lab,NaVTeO_{5},Inorg,?,False,98.1025993539417,0.0,39.5,2.1,190.2,752.214975921113,869.3,218.4,529.8,179.1,1.85013513019995,171.0,339.6,0.0,0.47,145.027583583262,0.0,48.0,0.0,0.0,319.239659190396,431.046238818992,139.6,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,281.527,3,dull
7,SeO2,Selenium dioxide,22440,False,InChI=1S/O2Se/c1-3-2,O=[Se]=O,Norquist Lab,O_{2}Se,Inorg,?,False,195.0,2.55,0.0,2.55,195.0,941.0,941.0,0.0,568.0,0.0,2.55,103.0,373.0,941.0,0.0,103.0,568.0,0.0,195.0,373.0,373.0,568.0,0.0,103.0,4.1,0.0,4.1,221.2,221.2,221.2,221.2,221.2,221.2,221.2,221.2,221.2,0.0,221.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,221.2,221.2,221.2,221.2,221.2,221.2,221.2,0.0,0.0,0.0,0.0,0.0,221.2,64.52,64.52,64.52,64.52,64.52,64.52,64.52,64.52,64.52,4.1,4.1,4.1,4.1,4.1,221.2,0.0,0.0,0.0,2.88,2.88,0.0,0.0,3.0,2.88,2.88,2.88,2.88,2.88,2.88,2.88,6.52,16.0,0.0,64.52,0.0,3.0,4.1,4.1,4.1,64.52,4.1,4.1,4.1,4.1,64.52,156.67,0.0,84.58,84.58,84.58,84.58,84.58,156.67,156.67,156.67,156.67,156.67,3.42,1.84,11.77,84.58,84.58,84.58,84.58,84.58,84.58,84.58,84.58,84.58,64.52,221.2,221.2,19.65,221.2,221.2,221.2,221.2,221.2,221.2,221.2,0.0,0.0,3.28,0.0,0.0,0.0,156.67,156.67,156.67,156.67,156.67,156.67,3.0,64.52,2.88,2.88,2.88,2.88,2.88,156.67,156.67,110.958,3,fun
8,Na2CO3,sodium carbonate,9916,False,"InChI=1S/CH2O3.2Na/c2-1(3)4;;/h(H2,2,3,4);;/q;2*+1/p-2",C(=O)([O-])[O-].[Na+].[Na+],Norquist Lab,CNa_{2}O_{3},Inorg,?,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.86,0.0,4.23,11.3,11.3,11.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.62,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,180.6,180.6,3.0,189.35,189.35,3.0,189.35,189.35,189.35,180.6,195.3,195.3,195.3,195.3,191.9,13.62,13.62,181.68,181.68,180.6,181.68,181.68,13.62,42.18,42.18,68.76,68.76,42.18,68.76,68.76,68.76,68.76,3.52,3.86,3.52,3.52,3.52,11.3,2.0,2.0,2.0,3.76,3.76,2.0,2.0,3.0,3.88,3.88,3.88,3.88,3.76,3.88,3.88,5.28,31.17,189.35,0.0,2.0,3.0,3.86,3.86,4.23,0.0,4.23,4.23,4.23,4.23,42.18,120.59,1.0,72.49,72.49,72.49,74.64,72.49,195.3,195.3,195.3,149.72,195.3,3.22,2.56,12.27,76.92,76.92,76.92,74.64,76.92,76.92,76.92,74.64,74.64,0.0,191.9,191.9,18.65,189.35,189.35,189.35,191.9,189.35,189.35,189.35,0.0,0.0,2.69,1.0,0.0,1.0,149.72,120.59,120.59,120.59,120.59,120.59,3.0,0.0,3.76,3.64,3.64,3.64,3.64,149.72,149.72,105.988,3,dull
9,CuCl2*2H2O,Copper(II) chloride dihydrate,24544,False,InChI=1S/2ClH.Cu.2H2O/h2*1H;;2*1H2/q;;+2;;/p-2,O.O.[Cl-].[Cl-].[Cu+2],Norquist Lab,H_{4}Cl_{2}CuO_{2},Inorg,?,False,118.4,1.9,0.0,1.9,118.4,745.5,745.5,0.0,431.9,0.0,1.9,145.0,313.5,745.5,0.0,145.0,431.9,0.0,118.4,313.5,313.5,431.9,0.0,145.0,1.51,1.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,127.4,127.4,1.0,127.4,127.4,1.0,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,127.4,0.0,0.0,127.4,127.4,127.4,127.4,127.4,0.0,72.47,72.47,72.47,72.47,72.47,72.47,72.47,72.47,72.47,1.51,1.51,1.51,1.51,1.51,0.0,1.0,1.0,1.0,1.47,1.47,1.0,1.0,1.0,1.47,1.47,1.47,1.47,1.47,1.47,1.47,3.69,3.7,127.4,72.47,1.0,1.0,1.51,1.51,1.51,72.47,1.51,1.51,1.51,1.51,72.47,54.92,1.0,35.6,35.6,35.6,35.6,35.6,54.92,54.92,54.92,54.92,54.92,2.72,1.73,7.26,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,35.6,72.47,127.4,127.4,9.73,127.4,127.4,127.4,127.4,127.4,127.4,127.4,1.0,1.0,1.97,1.0,1.0,1.0,54.92,54.92,54.92,54.92,54.92,54.92,1.0,72.47,1.47,1.47,1.47,1.47,1.47,54.92,54.92,170.482,3,fun
10,TeO2,Oxotellane oxide,56390,False,InChI=1S/O2Te/c1-3-2,O=[Te]=O,Norquist Lab,O_{2}Te,Inorg,?,False,190.2,2.1,0.0,2.1,190.2,869.3,869.3,0.0,529.8,0.0,2.1,123.0,339.6,869.3,0.0,123.0,529.8,0.0,190.2,339.6,339.6,529.8,0.0,123.0,4.42,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,230.51,230.51,3.0,230.51,230.51,3.0,230.51,230.51,230.51,230.51,230.51,230.51,230.51,230.51,230.51,0.0,0.0,230.51,230.51,230.51,230.51,230.51,0.0,72.98,72.98,72.98,72.98,72.98,72.98,72.98,72.98,72.98,4.42,4.42,4.42,4.42,4.42,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.59,2.89,230.51,72.98,0.0,3.0,4.42,4.42,4.42,72.98,4.42,4.42,4.42,4.42,72.98,157.53,0.0,89.21,89.21,89.21,89.21,89.21,157.53,157.53,157.53,157.53,157.53,3.58,2.01,12.92,89.21,89.21,89.21,89.21,89.21,89.21,89.21,89.21,89.21,72.98,230.51,230.51,21.09,230.51,230.51,230.51,230.51,230.51,230.51,230.51,0.0,0.0,3.35,0.0,0.0,0.0,157.53,157.53,157.53,157.53,157.53,157.53,3.0,72.98,7.0,7.0,7.0,7.0,7.0,157.53,157.53,159.598,3,dull
